Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Rural,1,"PS (I-V)",1,"Department of Education",38,38,29,1,38,10,38,38,0,0,27,38,0,16,15,38,38,38,38,38,38,38,37,38,38,38,38,35,38,16,38,0,38,35,38,32,0,30
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Rural,1,"PS (I-V)",4,"Government Aided",4,4,3,0,0,2,4,4,0,0,4,4,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,0,4,4,4,4,0,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Rural,1,"PS (I-V)",8,Unrecognized,2,2,2,0,2,0,2,2,0,0,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,2,2,2,0,1,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Rural,2,"UPS (I-VIII)",1,"Department of Education",6,6,5,0,6,1,6,6,0,0,5,6,0,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,0,6,6,6,5,0,6
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",7,7,7,0,7,4,7,7,1,0,7,7,3,4,2,7,7,7,7,7,7,7,6,7,7,7,7,7,7,3,7,1,7,4,7,2,7,7
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Rural,5,"HSS (VI-XII)",1,"Department of Education",2,2,1,0,2,2,2,2,0,0,2,2,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Rural,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",2,2,2,0,2,1,2,2,0,0,2,2,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,1,0,2,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",4,4,4,0,4,1,4,4,0,0,4,4,2,3,0,4,4,4,4,4,4,3,3,3,3,4,4,4,4,2,4,2,4,3,3,0,4,4
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Rural,7,"SS (VI-X)",1,"Department of Education",5,5,2,0,5,3,5,5,0,0,5,5,0,4,0,5,5,5,5,5,5,3,3,4,4,5,5,4,4,1,5,4,5,3,5,5,4,5
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Rural,7,"SS (VI-X)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,1,"PS (I-V)",1,"Department of Education",8,8,7,0,8,1,8,8,0,0,6,8,0,1,2,8,8,8,8,8,8,8,8,8,8,8,8,7,8,1,8,0,8,8,8,1,0,6
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,1,"PS (I-V)",3,"Local body",3,3,3,0,3,0,3,3,0,0,0,3,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,3,3,3,2,0,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,1,"PS (I-V)",4,"Government Aided",6,5,3,0,2,2,6,6,0,0,5,6,0,3,1,6,6,6,6,6,6,6,6,6,6,6,6,4,6,0,6,0,6,6,6,3,1,4
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",5,5,5,0,4,2,5,5,0,0,5,5,1,3,0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,0,5,1,3,3,5,4
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,1,"PS (I-V)",8,Unrecognized,3,2,3,0,3,0,3,3,0,0,2,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,0,0,0,2,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,2,"UPS (I-VIII)",1,"Department of Education",5,5,3,0,5,2,5,5,0,1,4,5,0,5,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,1,5,5,5,5,2,5
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,2,"UPS (I-VIII)",3,"Local body",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,2,"UPS (I-VIII)",4,"Government Aided",2,1,1,0,0,0,2,2,0,0,1,2,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,2,2,2,2,1,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",6,6,6,0,6,1,6,6,0,0,6,6,4,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,1,6,1,6,2,6,6
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,5,"HSS (VI-XII)",1,"Department of Education",3,3,2,0,3,1,3,3,0,0,3,3,1,3,0,2,1,2,2,3,3,2,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",5,5,5,0,5,0,5,5,0,0,5,5,2,2,0,4,4,5,5,5,5,4,5,5,5,5,5,5,5,3,5,1,5,0,5,2,5,5
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,6,"SS (I-X)",5,"Private Unaided (Recognized)",4,4,4,0,3,1,4,4,0,0,4,4,0,1,1,4,4,4,4,4,4,3,3,3,3,4,4,4,4,0,4,2,4,2,4,2,4,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,7,"SS (VI-X)",1,"Department of Education",3,3,2,0,3,1,3,3,0,0,2,3,0,2,0,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,7,"SS (VI-X)",3,"Local body",1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330901,NAMAKKAL,Urban,7,"SS (VI-X)",4,"Government Aided",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330902,KOLLIHILLS,Rural,1,"PS (I-V)",1,"Department of Education",44,44,27,0,44,14,44,44,0,0,36,44,0,20,19,43,43,44,44,44,44,39,42,43,43,44,44,21,44,3,44,1,44,38,44,44,1,32
2019-20,33,Tamilnadu,3309,NAMAKKAL,330902,KOLLIHILLS,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",2,2,2,0,2,1,2,2,0,0,1,2,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,1,2,0,2,0,2,2,2,2,0,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330902,KOLLIHILLS,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330902,KOLLIHILLS,Rural,2,"UPS (I-VIII)",1,"Department of Education",14,13,12,0,14,6,14,14,0,0,10,14,0,7,7,14,14,14,14,14,14,14,14,14,14,14,14,6,13,1,14,8,14,14,14,14,0,14
2019-20,33,Tamilnadu,3309,NAMAKKAL,330902,KOLLIHILLS,Rural,2,"UPS (I-VIII)",6,"Other Govt. managed schools",3,1,3,0,3,1,3,3,3,0,2,3,0,3,2,0,0,3,3,3,3,0,2,2,2,3,3,3,3,2,3,3,3,2,3,3,0,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330902,KOLLIHILLS,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330902,KOLLIHILLS,Rural,5,"HSS (VI-XII)",1,"Department of Education",2,2,2,0,2,1,2,2,0,0,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330902,KOLLIHILLS,Rural,5,"HSS (VI-XII)",2,"Tribal Welfare Department",3,3,2,0,3,3,3,3,1,0,3,3,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,0,3,2,3,3,1,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330902,KOLLIHILLS,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330902,KOLLIHILLS,Rural,7,"SS (VI-X)",1,"Department of Education",3,2,1,0,3,1,3,3,0,0,3,3,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,3,1,3,3,3,2,0,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,1,"PS (I-V)",1,"Department of Education",46,46,41,0,46,15,46,46,0,0,43,46,1,8,13,46,46,46,46,46,46,45,45,45,45,46,46,34,46,20,46,0,46,44,45,42,1,30
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,1,"PS (I-V)",4,"Government Aided",1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",3,3,3,0,1,3,3,3,0,0,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,0,3,1,3,2,1,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,2,"UPS (I-VIII)",1,"Department of Education",9,9,9,0,9,5,9,9,0,0,9,9,0,2,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,3,9,9,9,9,2,9
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,2,"UPS (I-VIII)",4,"Government Aided",2,2,1,0,2,1,2,2,0,0,2,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,0,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,3,"HSS (I-XII)",1,"Department of Education",1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",5,5,5,0,5,3,5,5,0,0,5,5,1,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,2,5,4,5,5
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,5,"HSS (VI-XII)",1,"Department of Education",4,4,3,0,4,2,4,4,0,0,4,4,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",5,5,5,0,5,2,5,5,0,0,5,5,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,0,5,2,5,4,5,5
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Rural,7,"SS (VI-X)",1,"Department of Education",3,3,0,0,3,2,3,3,0,0,3,3,0,2,0,3,3,3,3,3,3,3,3,3,3,3,3,1,3,0,3,1,3,3,3,3,3,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Urban,1,"PS (I-V)",1,"Department of Education",3,3,3,0,3,0,3,3,0,0,1,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,0,3,3,3,3,0,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330903,MOHANUR,Urban,5,"HSS (VI-XII)",1,"Department of Education",1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,1,"PS (I-V)",1,"Department of Education",33,32,33,2,33,10,33,33,0,0,30,33,1,5,5,33,33,33,33,33,33,33,33,33,33,33,33,13,33,22,33,0,33,30,33,29,0,26
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,1,"PS (I-V)",4,"Government Aided",6,6,6,0,1,2,6,6,0,0,6,6,0,0,3,6,6,6,6,6,6,6,6,6,6,6,6,0,6,2,6,0,6,5,6,5,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",5,5,5,0,2,1,5,5,0,0,3,5,0,3,0,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,0,5,1,3,3,2,4
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,1,"PS (I-V)",8,Unrecognized,3,3,3,0,2,1,3,3,0,0,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,0,3,0,3,1,3,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,2,"UPS (I-VIII)",1,"Department of Education",10,10,9,0,10,4,10,10,0,0,6,10,0,4,1,10,9,10,10,10,10,9,10,10,10,10,10,7,10,6,10,8,10,10,10,10,1,10
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,5,"HSS (VI-XII)",1,"Department of Education",6,6,5,0,6,5,6,6,0,0,6,6,0,4,0,5,4,6,6,6,6,5,6,6,6,6,6,5,6,2,6,5,6,4,6,6,5,6
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,5,"HSS (VI-XII)",4,"Government Aided",1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,7,"SS (VI-X)",1,"Department of Education",5,4,3,0,5,2,5,5,0,0,4,5,0,5,1,5,4,5,5,5,5,4,5,5,5,5,5,1,5,5,5,3,5,5,5,5,4,5
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Rural,7,"SS (VI-X)",2,"Tribal Welfare Department",1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Urban,1,"PS (I-V)",1,"Department of Education",3,3,3,0,3,2,3,3,0,0,2,3,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,2,3,3,0,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Urban,1,"PS (I-V)",8,Unrecognized,2,2,2,0,1,1,2,2,0,0,2,2,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,2,2,2,0,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Urban,5,"HSS (VI-XII)",1,"Department of Education",2,1,2,0,2,1,2,2,0,0,2,2,0,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330904,ERUMAPATTI,Urban,6,"SS (I-X)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Rural,1,"PS (I-V)",1,"Department of Education",23,23,14,1,23,2,23,23,0,0,13,23,0,3,2,23,22,23,23,23,23,22,22,23,23,23,23,15,22,3,23,0,23,22,23,19,0,9
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Rural,1,"PS (I-V)",4,"Government Aided",1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
