Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,1,"PS (I-V)",1,"Department of Education",31,30,23,0,31,15,31,31,0,0,27,31,1,9,3,30,29,31,30,31,31,28,29,31,31,31,31,7,28,17,31,1,31,21,28,20,0,25
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",3,3,2,0,3,0,3,3,0,0,3,3,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,3,0,3,1,2,2,0,3
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,1,"PS (I-V)",4,"Government Aided",6,6,5,0,2,2,6,6,0,0,6,6,0,1,0,6,6,6,6,6,6,5,5,5,5,6,6,1,5,1,6,0,6,1,5,4,1,4
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",9,9,9,0,3,7,9,9,0,0,9,9,1,3,1,9,9,9,9,9,9,9,9,9,9,9,9,7,6,2,9,1,9,4,9,7,6,9
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,2,"UPS (I-VIII)",1,"Department of Education",21,21,17,0,21,13,21,21,0,0,18,21,0,10,3,21,21,21,20,21,21,20,21,21,21,21,21,5,21,13,21,1,21,18,21,21,1,21
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",5,5,5,0,5,3,5,5,1,0,5,5,2,3,1,5,5,5,5,5,5,5,4,5,5,5,5,3,4,2,5,0,5,3,5,4,5,5
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",6,6,5,0,6,4,6,6,0,0,6,6,3,5,0,6,6,6,6,6,6,6,5,6,6,6,6,5,4,4,6,2,6,2,5,2,6,6
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,5,"HSS (VI-XII)",1,"Department of Education",6,6,5,0,6,6,6,6,1,0,6,6,0,5,2,6,6,6,6,6,6,6,6,6,6,6,6,2,6,4,6,5,6,5,6,5,5,6
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",3,3,3,0,3,2,3,3,1,0,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,1,3,1,3,3
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,7,"SS (VI-X)",1,"Department of Education",3,3,3,0,3,2,3,3,0,0,2,3,0,2,0,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,1,3,3,3,3,2,3
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,7,"SS (VI-X)",2,"Tribal Welfare Department",1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Rural,7,"SS (VI-X)",4,"Government Aided",2,2,2,0,1,2,2,2,0,0,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,2,1,2,2,1,2
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Urban,1,"PS (I-V)",1,"Department of Education",9,8,7,0,9,5,9,9,0,0,9,9,0,3,4,9,9,8,8,9,9,8,8,9,9,9,9,7,9,7,9,0,9,8,8,6,1,7
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Urban,1,"PS (I-V)",2,"Tribal Welfare Department",3,3,3,0,3,2,3,3,0,0,2,3,0,0,0,2,2,3,3,3,3,2,3,3,3,3,3,2,3,2,3,0,3,3,3,2,0,3
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Urban,1,"PS (I-V)",3,"Local body",13,12,12,0,13,2,13,13,1,0,9,13,0,2,3,13,13,13,13,13,13,9,11,12,12,13,13,13,13,9,13,0,13,11,13,10,1,13
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Urban,1,"PS (I-V)",4,"Government Aided",5,5,4,0,4,0,5,5,0,0,5,5,0,1,1,4,4,5,5,5,5,4,4,4,4,5,5,2,4,2,5,0,5,2,5,4,1,1
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",20,20,15,0,13,3,20,20,2,0,18,20,0,6,2,20,20,20,20,20,20,18,17,18,18,20,20,16,20,4,20,0,20,2,18,8,19,18
2019-20,33,Tamilnadu,3303,KANCHEEPURAM,330301,KANCHEEPURAM,Urban,2,"UPS (I-VIII)",1,"Department of Education",3,3,2,0,3,1,3,3,0,0,1,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3
