Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,1,"PS (I-V)",1,"Department of Education",51,48,34,1,51,14,51,51,0,0,34,51,0,10,7,48,48,50,50,51,51,49,51,51,51,51,51,33,51,7,51,2,51,43,48,41,0,29
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,1,"PS (I-V)",4,"Government Aided",2,2,2,0,1,1,2,2,0,0,2,2,0,1,0,2,2,2,2,2,2,2,1,2,2,2,2,0,1,2,2,0,2,1,2,1,0,0
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",6,6,6,0,6,2,6,6,0,0,6,6,0,3,0,6,6,6,6,6,6,6,6,6,6,6,6,5,5,3,6,0,6,1,5,5,4,5
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,2,"UPS (I-VIII)",1,"Department of Education",9,9,8,0,9,0,9,9,0,0,5,9,0,0,2,9,9,9,9,9,9,9,9,9,9,9,9,6,9,0,9,2,9,7,9,8,1,9
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,2,"UPS (I-VIII)",4,"Government Aided",1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",9,9,8,0,8,6,9,9,5,0,9,9,5,5,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,5,9,7,9,5,9,9
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,5,"HSS (VI-XII)",1,"Department of Education",6,6,5,0,6,4,6,6,0,0,6,6,0,5,0,5,5,5,5,6,6,5,4,5,5,6,6,2,5,3,6,4,6,6,6,6,6,6
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,5,"HSS (VI-XII)",4,"Government Aided",1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",2,2,2,0,2,1,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,1,2,1,2,2
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",4,4,4,0,4,2,4,4,1,0,4,4,0,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,2,4,2,4,4
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,7,"SS (VI-X)",1,"Department of Education",3,3,3,0,3,3,3,3,0,0,3,3,0,0,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,1,3,3,3,3,2,3
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,1,"PS (I-V)",1,"Department of Education",15,15,13,0,15,4,15,15,0,0,10,15,1,0,3,14,14,15,15,15,15,14,15,15,15,15,15,9,15,4,15,0,15,15,14,10,0,8
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,1,"PS (I-V)",3,"Local body",5,5,4,0,5,1,5,5,0,0,2,5,0,0,0,5,4,5,5,5,5,4,4,4,4,5,5,3,5,2,5,0,5,4,5,3,0,5
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,1,"PS (I-V)",4,"Government Aided",12,12,10,0,7,1,12,12,1,0,11,12,0,3,2,12,12,12,12,12,12,12,12,12,12,12,12,8,12,1,12,0,12,10,11,9,1,6
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",23,23,20,0,17,4,23,23,2,0,22,23,2,6,1,23,23,23,23,23,23,18,17,18,18,23,23,20,21,7,23,0,23,1,22,10,16,21
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,2,"UPS (I-VIII)",1,"Department of Education",8,8,8,0,8,2,8,8,0,0,6,8,0,2,5,8,8,8,8,8,8,8,8,8,8,8,8,6,8,3,8,3,8,8,7,7,0,8
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,2,"UPS (I-VIII)",2,"Tribal Welfare Department",1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,2,"UPS (I-VIII)",3,"Local body",4,4,4,0,4,1,4,4,0,0,3,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,0,4,3,4,4,0,4
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,2,"UPS (I-VIII)",4,"Government Aided",1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",8,8,8,0,8,4,8,8,1,0,8,8,3,4,0,8,8,8,8,8,8,8,7,8,8,8,8,7,7,2,8,2,8,2,6,5,8,8
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,5,"HSS (VI-XII)",1,"Department of Education",4,4,4,0,4,2,4,4,0,0,4,4,0,2,1,2,2,3,3,4,4,2,3,4,4,4,4,3,4,1,4,2,4,4,3,3,4,4
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,5,"HSS (VI-XII)",3,"Local body",2,1,2,0,2,0,2,2,0,0,2,2,0,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,5,"HSS (VI-XII)",4,"Government Aided",4,4,3,0,4,2,4,4,1,0,4,4,0,0,1,2,2,2,2,4,4,2,1,3,3,4,4,4,4,0,4,0,4,4,4,4,4,4
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,6,"SS (I-X)",5,"Private Unaided (Recognized)",2,2,2,0,2,0,2,2,1,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,0,2,2,2,2
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,7,"SS (VI-X)",1,"Department of Education",2,0,2,0,2,0,2,2,0,0,1,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,7,"SS (VI-X)",3,"Local body",2,2,2,0,2,0,2,2,1,0,1,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,1,2,2,2,2
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,7,"SS (VI-X)",4,"Government Aided",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,1,"PS (I-V)",1,"Department of Education",61,60,51,3,61,20,61,61,0,0,53,61,0,5,18,60,59,61,61,61,61,60,60,61,61,61,61,40,60,15,61,0,61,61,59,43,1,38
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,1,"PS (I-V)",4,"Government Aided",1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",5,5,5,0,4,2,5,5,2,0,5,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,1,4,1,3,5
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,2,"UPS (I-VIII)",1,"Department of Education",11,11,10,0,11,6,11,11,0,0,11,11,0,2,3,11,11,11,11,11,11,11,11,11,11,11,11,8,11,4,11,8,11,11,11,10,1,11
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",2,2,2,0,1,1,2,2,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,0,2,2,2,0,2,2
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,3,"HSS (I-XII)",1,"Department of Education",1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",5,5,5,0,5,2,5,5,2,0,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,5,2,5,3,5,5
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,5,"HSS (VI-XII)",1,"Department of Education",6,6,5,0,6,3,6,6,0,0,5,6,0,4,0,5,5,5,5,6,6,5,5,6,6,6,6,3,6,0,6,5,6,6,5,5,5,6
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",4,4,4,0,4,3,4,4,1,0,4,4,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,1,3,1,4,4
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,7,"SS (VI-X)",1,"Department of Education",3,2,3,0,3,3,3,3,1,0,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,1,"PS (I-V)",1,"Department of Education",21,20,16,1,21,7,21,21,0,0,16,21,0,4,8,21,21,21,21,21,21,21,20,21,21,21,21,14,19,6,21,0,21,21,21,13,0,17
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,1,"PS (I-V)",2,"Tribal Welfare Department",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",12,12,12,0,6,5,12,12,0,0,11,12,1,6,1,12,12,12,12,12,12,11,9,11,11,12,12,11,12,5,12,0,12,5,12,4,9,10
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,2,"UPS (I-VIII)",1,"Department of Education",5,5,3,0,5,1,5,5,0,0,3,5,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0,5,4,5,5,5,5,0,5
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",5,5,5,0,5,1,5,5,1,0,5,5,2,3,2,5,5,5,5,5,5,5,3,5,5,5,5,5,4,2,5,1,5,1,5,3,5,5
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,5,"HSS (VI-XII)",1,"Department of Education",2,2,1,0,2,0,2,2,0,0,2,2,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,5,"HSS (VI-XII)",4,"Government Aided",2,2,2,0,2,1,2,2,0,0,2,2,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,1,2,0,2,1,2,2,2,2,2,2
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,6,"SS (I-X)",5,"Private Unaided (Recognized)",4,4,4,0,4,3,4,4,0,0,4,4,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,3,4,4
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,7,"SS (VI-X)",1,"Department of Education",3,2,2,0,3,2,3,3,0,0,2,3,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,3,3,3,3,2,2,3,3
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,7,"SS (VI-X)",2,"Tribal Welfare Department",1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Urban,7,"SS (VI-X)",4,"Government Aided",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Rural,1,"PS (I-V)",1,"Department of Education",76,73,50,6,76,15,76,76,0,0,68,76,1,3,5,75,74,76,75,76,76,75,76,76,76,76,76,72,75,17,76,0,76,76,72,60,0,25
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Rural,2,"UPS (I-VIII)",1,"Department of Education",8,8,8,0,8,2,8,8,0,0,8,8,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,5,8,8,8,8,0,8
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Rural,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Rural,5,"HSS (VI-XII)",1,"Department of Education",3,3,2,0,3,1,3,3,0,0,2,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",2,2,2,0,2,2,2,2,1,0,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Rural,7,"SS (VI-X)",1,"Department of Education",5,5,5,0,5,1,5,5,0,0,2,5,0,2,0,5,5,5,5,5,5,5,5,5,5,5,5,3,5,0,5,5,5,5,5,5,5,5
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Urban,1,"PS (I-V)",1,"Department of Education",6,6,3,0,6,1,6,6,0,0,6,6,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,5,6,0,6,0,6,6,5,5,0,3
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Urban,1,"PS (I-V)",4,"Government Aided",4,4,4,0,3,1,4,4,0,0,4,4,1,0,0,3,3,4,4,4,4,3,3,3,3,4,4,4,4,0,4,0,4,4,4,2,0,2
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",10,10,9,0,7,4,10,10,0,0,10,10,0,5,0,10,10,10,10,10,10,10,10,10,10,10,10,9,9,2,10,0,10,2,10,7,4,10
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Urban,2,"UPS (I-VIII)",1,"Department of Education",3,3,3,0,3,0,3,3,0,0,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,1,3,3,3,3,0,3
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",3,3,2,0,3,1,3,3,0,0,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,2,3,2,3,3
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Urban,5,"HSS (VI-XII)",1,"Department of Education",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Urban,5,"HSS (VI-XII)",4,"Government Aided",2,2,2,0,2,1,2,2,0,0,2,2,0,2,0,1,1,2,2,2,2,1,1,1,1,2,2,1,2,0,2,1,2,2,2,2,2,2
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Urban,6,"SS (I-X)",5,"Private Unaided (Recognized)",2,2,2,0,1,0,2,2,0,0,2,2,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,0,2,1,2,2
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Urban,7,"SS (VI-X)",1,"Department of Education",1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,1,"PS (I-V)",1,"Department of Education",82,82,70,2,82,9,82,82,0,0,57,82,0,5,7,76,75,82,82,82,82,80,81,81,81,82,82,48,82,6,82,0,82,81,81,61,1,21
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",2,2,2,0,2,0,2,2,0,0,0,2,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,0,2,2,2,1,0,2
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,1,"PS (I-V)",4,"Government Aided",3,3,3,0,0,1,3,3,0,0,2,3,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,0,3,2,3,3,0,0
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",3,3,3,0,1,3,3,3,0,0,3,3,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,1,3,3
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,2,"UPS (I-VIII)",1,"Department of Education",18,18,15,0,18,0,18,18,0,0,7,18,0,4,2,18,18,18,18,18,18,18,18,18,18,18,18,16,18,6,18,7,18,18,18,18,1,18
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",4,4,4,0,4,3,4,4,1,0,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,3,4,4,4,4
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,5,"HSS (VI-XII)",1,"Department of Education",6,6,6,0,6,4,6,6,0,0,6,6,1,4,1,5,5,5,5,6,6,5,4,6,6,6,6,5,6,1,6,5,6,6,6,6,4,6
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,5,"HSS (VI-XII)",2,"Tribal Welfare Department",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",2,2,1,0,2,1,2,2,0,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,1,1,2,2
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,7,"SS (VI-X)",1,"Department of Education",3,3,2,0,3,2,3,3,0,0,3,3,0,1,0,3,3,3,3,3,3,3,1,3,3,3,3,1,3,0,3,3,3,3,3,3,3,3
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,7,"SS (VI-X)",5,"Private Unaided (Recognized)",1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
2019-20,33,Tamilnadu,3314,KARUR,331405,KRISHNARAYAPURAM,Rural,1,"PS (I-V)",1,"Department of Education",70,69,53,1,70,24,70,70,0,0,57,70,0,13,18,70,68,69,69,70,70,68,69,69,69,70,70,25,65,12,70,4,70,69,70,53,3,49
2019-20,33,Tamilnadu,3314,KARUR,331405,KRISHNARAYAPURAM,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",4,4,4,0,4,0,4,4,0,0,1,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,4,0,4,0,4,4,4,2,0,4
