Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Rural,1,"PS (I-V)",1,"Department of Education",26,26,23,1,26,16,26,26,0,0,26,26,1,12,10,26,25,26,26,26,26,26,25,26,26,26,26,9,26,0,26,0,26,25,26,20,0,14
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",8,8,7,1,8,6,8,8,3,0,8,8,0,2,2,8,7,8,8,8,8,7,8,8,8,8,8,3,8,0,8,0,8,5,7,4,0,3
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",11,11,11,0,5,3,11,11,0,0,11,11,0,5,0,11,11,11,11,11,11,11,11,11,11,11,11,8,11,1,11,0,11,1,11,8,6,8
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Rural,2,"UPS (I-VIII)",1,"Department of Education",8,8,8,0,8,3,8,8,0,0,7,8,0,2,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,0,8,8,8,8,1,8
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Rural,2,"UPS (I-VIII)",2,"Tribal Welfare Department",1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Rural,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",5,4,5,0,5,4,5,5,1,0,5,5,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,0,5,4,5,5,5,5
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Rural,5,"HSS (VI-XII)",1,"Department of Education",2,2,2,0,2,2,2,2,0,0,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",3,3,3,0,3,3,3,3,0,0,3,3,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,2,3,3
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Rural,7,"SS (VI-X)",1,"Department of Education",3,3,2,0,3,2,3,3,0,0,2,3,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,3,3,3,3,3,3
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Rural,7,"SS (VI-X)",2,"Tribal Welfare Department",1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Urban,1,"PS (I-V)",1,"Department of Education",12,11,10,0,12,7,12,12,0,0,12,12,1,7,7,12,12,12,12,12,12,12,12,12,12,12,12,3,12,0,12,0,12,10,11,10,0,10
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Urban,1,"PS (I-V)",4,"Government Aided",2,2,2,0,1,2,2,2,0,0,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,2,1,1,1,0,2
2019-20,33,Tamilnadu,3308,SALEM,330801,GANGAVALLI,Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",5,5,3,0,3,0,5,5,0,0,5,5,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,5,0,5,4,2,4
