Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,1,"PS (I-V)",3,"Local body",19,19,19,0,19,4,19,19,11,0,9,19,0,10,8,19,19,19,19,19,19,18,16,18,18,19,19,10,18,8,19,0,19,19,19,10,2,19
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,1,"PS (I-V)",4,"Government Aided",8,8,5,0,3,1,8,8,1,0,7,8,0,2,0,8,8,8,8,8,8,7,5,7,7,8,8,5,8,3,8,0,8,5,5,0,2,4
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",42,42,41,0,28,3,42,42,0,0,23,42,0,15,0,41,41,42,42,42,42,38,34,38,38,42,42,21,37,16,42,0,42,6,30,13,29,33
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,1,"PS (I-V)",8,Unrecognized,4,4,4,0,3,0,4,4,0,0,2,4,0,0,0,4,4,4,4,4,4,4,3,4,4,4,4,2,4,0,4,0,4,0,2,0,4,4
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,2,"UPS (I-VIII)",3,"Local body",7,7,7,0,7,1,7,7,5,0,3,7,0,4,1,7,7,7,7,7,7,6,6,6,6,7,7,1,6,3,7,2,7,7,7,7,4,7
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,2,"UPS (I-VIII)",4,"Government Aided",7,6,6,0,6,1,7,7,1,0,5,7,0,5,3,7,7,7,7,7,7,7,7,7,7,7,7,2,7,4,7,0,7,3,6,2,6,7
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,4,3,0,4,2,4,4,0,0,2,4,1,1,0,4,4,4,4,4,4,3,3,3,3,4,4,3,4,1,4,0,4,0,3,2,3,4
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",22,22,22,0,21,5,22,22,1,0,22,22,5,9,1,22,22,22,22,22,22,21,18,21,21,22,22,16,22,10,22,4,22,8,21,13,19,21
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,5,"HSS (VI-XII)",3,"Local body",3,3,3,0,3,0,3,3,0,0,3,3,0,3,0,2,2,3,3,3,3,2,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,5,"HSS (VI-XII)",4,"Government Aided",4,4,4,0,4,1,4,4,0,0,4,4,1,4,0,2,2,4,4,4,4,2,4,4,4,4,4,4,4,3,4,1,4,3,4,3,3,4
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,6,"SS (I-X)",5,"Private Unaided (Recognized)",13,13,13,0,10,6,13,13,1,0,12,13,3,6,0,13,13,13,13,13,13,13,13,13,13,13,13,11,12,5,13,2,13,2,13,9,13,13
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,7,"SS (VI-X)",1,"Department of Education",1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,7,"SS (VI-X)",3,"Local body",5,5,5,0,5,1,5,5,3,0,4,5,0,3,1,5,5,5,5,5,5,4,3,4,4,5,5,4,5,3,5,5,5,5,4,4,5,5
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,7,"SS (VI-X)",4,"Government Aided",2,1,1,0,2,1,2,2,0,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,2,1,2,2,2,2
2019-20,33,Tamilnadu,3302,CHENNAI,330201,"GEORGE TOWN",Urban,7,"SS (VI-X)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,1,"PS (I-V)",3,"Local body",8,6,8,0,8,0,8,8,0,0,6,8,0,5,4,8,8,8,8,8,8,6,0,6,6,8,8,5,8,4,8,0,8,4,8,5,2,8
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,1,"PS (I-V)",4,"Government Aided",18,15,11,0,12,0,18,18,0,0,9,18,0,5,1,16,16,17,17,18,18,12,11,13,13,18,18,11,18,7,18,0,18,5,18,4,3,5
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",27,27,23,0,23,1,27,27,2,0,16,27,1,13,2,26,26,26,26,27,27,21,18,22,22,27,27,21,27,15,27,0,27,4,19,8,20,22
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,1,"PS (I-V)",8,Unrecognized,3,3,3,0,2,0,3,3,0,0,2,3,0,1,0,3,3,3,3,3,3,2,1,2,2,3,3,2,2,1,3,0,3,0,3,1,2,3
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,2,"UPS (I-VIII)",3,"Local body",11,9,11,0,11,0,11,11,2,0,6,11,0,9,0,11,11,11,11,11,11,9,8,10,10,11,11,7,11,6,11,0,11,8,11,9,6,11
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,2,"UPS (I-VIII)",4,"Government Aided",10,9,9,0,8,1,10,10,0,0,7,10,0,5,1,10,10,10,10,10,10,8,5,8,8,10,10,4,9,4,10,0,10,3,9,7,4,7
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",2,2,2,0,2,0,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,0,2,0,2,0,2,2
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,2,"UPS (I-VIII)",8,Unrecognized,2,2,2,1,1,0,2,2,0,0,1,2,0,1,0,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,1,0,0,1
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,2,"UPS (I-VIII)",90,"Social welfare Department",1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,3,"HSS (I-XII)",4,"Government Aided",9,9,9,0,9,2,9,9,2,0,9,9,3,7,0,2,2,8,8,9,9,2,3,4,4,9,9,8,8,4,9,3,9,3,8,6,8,9
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",10,10,10,0,10,2,10,10,2,0,9,10,3,7,0,8,8,10,10,10,10,8,10,10,10,10,10,10,10,6,10,4,10,1,10,4,9,10
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,5,"HSS (VI-XII)",3,"Local body",1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,5,"HSS (VI-XII)",4,"Government Aided",19,17,18,0,18,4,19,19,7,0,15,19,5,11,6,12,12,13,13,19,19,12,5,14,14,19,19,17,19,12,19,3,19,5,19,11,19,19
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,6,"SS (I-X)",5,"Private Unaided (Recognized)",7,7,7,0,7,3,7,7,1,0,6,7,1,4,1,6,6,7,7,7,7,6,5,7,7,7,7,4,7,4,7,1,7,1,7,5,7,7
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,7,"SS (VI-X)",1,"Department of Education",2,1,2,0,2,0,2,2,0,0,1,2,1,2,1,1,1,1,1,2,2,0,1,1,1,2,2,2,2,1,2,1,2,0,2,2,2,2
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,7,"SS (VI-X)",3,"Local body",5,5,5,0,5,2,5,5,2,0,5,5,0,2,2,5,5,5,5,5,5,5,3,5,5,5,5,3,4,1,5,4,5,4,5,5,5,5
2019-20,33,Tamilnadu,3302,CHENNAI,330202,ROYAPURAM,Urban,10,"HSS (IX-XII)",4,"Government Aided",1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
2019-20,33,Tamilnadu,3302,CHENNAI,330203,PERIAMEDU,Urban,1,"PS (I-V)",2,"Tribal Welfare Department",2,2,2,0,2,0,2,2,0,0,0,2,0,0,0,2,2,2,2,2,2,2,1,2,2,2,2,1,0,0,2,0,2,1,2,1,0,2
2019-20,33,Tamilnadu,3302,CHENNAI,330203,PERIAMEDU,Urban,1,"PS (I-V)",3,"Local body",17,16,16,0,17,3,17,17,5,0,11,17,0,8,0,17,17,17,17,17,17,12,13,14,14,17,17,7,15,3,17,0,17,12,17,13,2,17
2019-20,33,Tamilnadu,3302,CHENNAI,330203,PERIAMEDU,Urban,1,"PS (I-V)",4,"Government Aided",14,12,10,0,11,3,14,14,1,0,11,14,0,4,0,13,13,14,14,14,14,9,9,9,9,14,14,8,14,5,14,0,14,2,12,9,3,14
