Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332901,ALANGULAM,Rural,1,"PS (I-V)",1,"Department of Education",33,33,32,0,33,10,33,33,0,0,30,33,0,6,16,33,33,33,33,33,33,32,31,32,32,33,33,16,33,14,33,0,33,33,33,29,0,25
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332901,ALANGULAM,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332901,ALANGULAM,Rural,1,"PS (I-V)",4,"Government Aided",34,33,27,0,10,7,34,34,0,0,34,34,0,3,7,31,31,33,33,34,34,34,33,34,34,34,34,6,30,0,34,0,34,27,34,32,4,8
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332901,ALANGULAM,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",10,10,9,1,6,3,10,10,0,0,10,10,0,3,0,10,10,10,10,10,10,10,10,10,10,10,10,5,8,0,10,0,10,4,10,7,7,9
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332901,ALANGULAM,Rural,2,"UPS (I-VIII)",1,"Department of Education",3,3,3,0,3,0,3,3,0,0,2,3,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,0,3
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332901,ALANGULAM,Rural,2,"UPS (I-VIII)",4,"Government Aided",13,12,10,0,8,6,13,13,1,0,13,13,0,4,4,13,13,13,13,13,13,13,13,13,13,13,13,3,12,1,13,0,13,12,13,13,5,10
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332901,ALANGULAM,Rural,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332901,ALANGULAM,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",3,3,3,0,3,2,3,3,0,0,3,3,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,1,3,1,3,3,3,3
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332901,ALANGULAM,Rural,5,"HSS (VI-XII)",1,"Department of Education",4,4,3,0,4,4,4,4,0,0,4,4,0,2,0,4,3,4,4,4,4,3,4,4,4,4,4,3,4,0,4,4,4,4,4,4,4,4
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332901,ALANGULAM,Rural,5,"HSS (VI-XII)",4,"Government Aided",4,4,4,0,3,1,4,4,0,0,4,4,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,1,3,0,4,4,4,1,4,4,4,4
