Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,1,"PS (I-V)",3,"Local body",15,15,15,0,15,3,15,15,3,0,13,15,0,8,5,15,15,15,15,15,15,13,14,14,14,15,15,14,15,6,15,0,15,13,15,10,15,15
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,1,"PS (I-V)",4,"Government Aided",23,23,22,0,15,2,23,23,1,0,23,23,0,12,3,21,21,21,21,23,23,20,18,21,21,23,23,20,23,11,23,0,23,13,22,13,6,11
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",33,33,32,0,21,7,33,33,2,0,32,33,5,12,2,31,31,33,33,33,33,29,29,30,30,33,33,27,30,12,33,0,33,5,27,11,26,30
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,1,"PS (I-V)",8,Unrecognized,2,2,2,0,1,1,2,2,0,0,2,2,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,0,2,0,2,1,2,1,1,1
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,2,"UPS (I-VIII)",1,"Department of Education",1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,2,"UPS (I-VIII)",3,"Local body",5,5,5,0,5,3,5,5,0,0,5,5,0,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,0,5,5,4,4,5,5
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,2,"UPS (I-VIII)",4,"Government Aided",5,4,5,0,5,1,5,5,0,0,4,5,0,2,0,2,2,5,5,5,5,2,5,5,5,5,5,5,5,0,5,3,5,2,5,4,4,5
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",2,2,2,0,1,0,2,2,0,0,0,2,0,1,0,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,0,2,2,2,0,2,2
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,3,"HSS (I-XII)",1,"Department of Education",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,3,"HSS (I-XII)",4,"Government Aided",1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",30,30,30,0,30,5,30,30,2,0,30,30,13,15,2,27,27,28,28,30,30,25,21,27,27,30,30,28,30,8,30,16,30,8,28,15,29,30
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,4,"UPS (VI-VIII)",3,"Local body",1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,5,"HSS (VI-XII)",3,"Local body",12,10,12,0,12,2,12,12,3,0,11,12,0,8,5,7,7,11,11,12,12,7,11,12,12,12,12,12,12,3,12,12,12,12,11,11,12,12
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,5,"HSS (VI-XII)",4,"Government Aided",13,13,13,0,13,3,13,13,0,0,13,13,3,7,2,9,9,11,11,13,13,9,9,11,11,13,13,11,13,5,13,10,13,8,13,13,13,13
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,6,"SS (I-X)",3,"Local body",1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,6,"SS (I-X)",4,"Government Aided",1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,6,"SS (I-X)",5,"Private Unaided (Recognized)",11,11,11,0,9,2,11,11,0,0,11,11,1,6,0,11,11,10,10,11,11,11,8,11,11,11,11,9,10,7,11,2,11,3,10,5,11,11
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,6,"SS (I-X)",101,"Other Central Govt. Schools",1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,7,"SS (VI-X)",3,"Local body",5,5,5,0,5,1,5,5,0,0,5,5,0,4,0,2,2,5,5,5,5,2,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5
2019-20,33,Tamilnadu,3312,COIMBATORE,331201,"COIMBATORE CITY",Urban,7,"SS (VI-X)",4,"Government Aided",7,7,7,0,5,1,7,7,0,0,7,7,0,2,0,6,6,5,5,7,7,6,4,6,6,7,7,4,7,1,7,1,7,5,7,6,6,7
2019-20,33,Tamilnadu,3312,COIMBATORE,331202,MADUKKARAI,Rural,1,"PS (I-V)",1,"Department of Education",23,22,18,1,23,7,23,23,1,0,20,23,0,14,6,23,23,23,23,23,23,22,23,23,23,23,23,17,21,7,23,0,23,21,23,13,0,14
2019-20,33,Tamilnadu,3312,COIMBATORE,331202,MADUKKARAI,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",2,2,2,0,2,1,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,2,0,2,2,2,2,0,1
