Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Rural,1,"PS (I-V)",1,"Department of Education",38,37,33,0,38,9,38,38,0,0,27,38,0,2,4,35,34,38,38,38,38,34,33,36,36,38,38,7,33,10,38,1,38,35,38,27,1,34
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Rural,1,"PS (I-V)",4,"Government Aided",7,7,5,0,2,3,7,7,0,0,7,7,0,2,3,5,5,7,7,7,7,5,5,5,5,7,7,0,5,2,7,0,7,6,6,5,0,0
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",9,9,7,1,6,1,9,9,0,0,9,9,1,4,0,8,8,9,9,9,9,9,9,9,9,9,9,2,8,0,9,0,9,2,8,2,3,6
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Rural,2,"UPS (I-VIII)",1,"Department of Education",17,17,17,0,17,7,17,17,0,0,11,17,0,3,3,17,17,17,17,17,17,17,16,17,17,17,17,0,14,2,17,2,17,16,17,16,1,17
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Rural,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Rural,5,"HSS (VI-XII)",1,"Department of Education",5,5,4,0,5,2,5,5,0,0,4,5,0,1,0,4,4,5,5,5,5,4,5,5,5,5,5,4,5,1,5,4,5,4,5,5,3,5
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Rural,5,"HSS (VI-XII)",2,"Tribal Welfare Department",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Rural,5,"HSS (VI-XII)",4,"Government Aided",1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Rural,7,"SS (VI-X)",1,"Department of Education",5,5,2,0,5,0,5,5,0,0,2,5,0,4,0,5,5,5,5,5,5,4,4,4,4,5,5,4,5,3,5,4,5,4,5,5,4,5
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Urban,1,"PS (I-V)",1,"Department of Education",6,6,4,0,6,1,6,6,0,0,4,6,0,0,2,5,5,5,5,5,5,5,5,5,5,6,6,3,4,1,6,0,5,6,6,4,0,3
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Urban,1,"PS (I-V)",4,"Government Aided",1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",3,3,2,0,1,0,3,3,0,0,3,3,0,2,0,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,0,3,0,3,1,2,2
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Urban,2,"UPS (I-VIII)",1,"Department of Education",1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
2019-20,33,Tamilnadu,3324,MADURAI,332401,ALANGANALLUR,Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",2,2,2,0,2,2,2,2,0,0,2,2,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,2,0,2,0,2,1,2,2
