ac_year,st_code,state_name,dt_code,district_name,block_cd,udise_block_name,loc_name,sch_category_id,tr_cat_name,school_category,sch_mgmt_id,sch_mgmt_name,caste_id,caste_name,pre_primary_boy,pre_primary_girl,class1_boy,class2_boy,class3_boy,class4_boy,class5_boy,class6_boy,class7_boy,class8_boy,class9_boy,class10_boy,class11_boy,class12_boy,class1_girl,class2_girl,class3_girl,class4_girl,class5_girl,class6_girl,class7_girl,class8_girl,class9_girl,class10_girl,class11_girl,class12_girl
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,2,cat2,"UPS (I-VIII)",3,"Local body",4,OBC,42,52,54,62,69,55,55,71,85,68,0,0,0,0,42,60,57,63,79,75,71,81,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333112,BARGUR,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,4,3,2,2,4,8,1,4,0,0,0,0,1,2,2,5,2,5,4,4,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333117,THALLY,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,14,5,8,7,13,14,19,16,0,0,0,0,13,8,16,9,11,9,13,6,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,17,6,10,9,17,16,25,23,0,0,0,0,19,13,11,14,10,17,8,18,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Urban,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,13,8,6,6,13,0,0,0,0,0,0,0,14,5,1,5,10,0,0,0,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,63,45,39,38,34,33,33,14,12,15,0,0,0,0,26,24,24,19,15,17,7,10,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Rural,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,64,41,22,23,36,23,18,12,6,1,0,0,0,0,19,13,18,12,10,7,6,0,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333112,BARGUR,Rural,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,237,198,130,136,71,168,105,81,62,47,0,0,0,0,106,97,48,113,63,48,59,32,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333115,HOSUR,Rural,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,5,6,10,8,9,9,15,4,0,1,0,0,0,0,3,6,9,3,4,3,0,1,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333117,THALLY,Rural,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,28,12,11,2,16,9,12,10,5,6,0,0,0,0,10,4,12,8,10,6,13,8,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333118,MATHUR,Rural,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,3,7,9,5,6,4,4,4,0,1,0,0,0,0,4,6,5,3,1,1,1,1,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Urban,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,44,36,16,6,10,3,2,2,0,0,0,0,0,0,18,3,9,2,4,3,0,0,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333112,BARGUR,Urban,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,0,0,5,11,3,11,3,7,8,10,0,0,0,0,7,3,6,4,6,12,6,9,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333115,HOSUR,Urban,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,91,116,143,133,103,84,95,78,121,96,0,0,0,0,141,110,86,95,98,107,99,95,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333117,THALLY,Urban,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,29,29,13,20,15,11,8,8,11,2,0,0,0,0,7,16,12,7,13,6,9,5,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333113,VEPPANAPALLI,Rural,2,cat2,"UPS (I-VIII)",6,"Other Govt. managed schools",4,OBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,19,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333114,SHOOLAGIRI,Rural,2,cat2,"UPS (I-VIII)",6,"Other Govt. managed schools",4,OBC,0,0,1,3,3,2,6,8,3,4,0,0,0,0,0,1,1,1,20,13,16,17,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333117,THALLY,Rural,2,cat2,"UPS (I-VIII)",6,"Other Govt. managed schools",4,OBC,0,0,0,2,4,5,11,11,6,4,0,0,0,0,0,0,2,2,10,16,13,19,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333116,KELAMANGALAM,Urban,2,cat2,"UPS (I-VIII)",6,"Other Govt. managed schools",4,OBC,0,0,0,0,1,5,5,5,6,6,0,0,0,0,0,0,1,1,3,29,36,30,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333113,VEPPANAPALLI,Rural,2,cat2,"UPS (I-VIII)",8,Unrecognized,4,OBC,29,22,27,22,36,20,30,26,21,14,0,0,0,0,13,15,24,15,20,17,7,9,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333112,BARGUR,Urban,2,cat2,"UPS (I-VIII)",90,"Social welfare Department",4,OBC,0,0,0,4,2,0,1,0,3,4,0,0,0,0,2,1,2,1,2,4,1,2,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Rural,3,cat3,"HSS (I-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Rural,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,1,4,4,1,4,3,1,3,6,5,2,2,5,12,3,1,1,3,6,3,5,4,2,4,3,3
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,88,59,23,26,8,18,16,12,17,30,21,28,25,27,31,13,8,17,17,11,22,15,15,25,17,30
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Rural,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,1,2,2,1,0,3,2,1,3,2,0,3,1,2,0,1,1,2,3,2,2,2,0,1,0,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333112,BARGUR,Rural,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,1,0,1,4,2,1,2,0,0,1,0,3,0,0,1,0,1,0,0,1,2,2,0,1,0,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333113,VEPPANAPALLI,Rural,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,0,0,4,1,3,3,6,4,10,10,14,22,12,15,2,3,1,1,3,3,3,4,9,10,12,8
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333114,SHOOLAGIRI,Rural,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,13,9,7,6,4,10,10,9,8,5,2,6,5,3,4,5,6,4,5,4,7,2,9,9,3,3
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333115,HOSUR,Rural,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,188,190,164,129,159,156,152,168,154,100,77,82,92,74,131,149,126,122,152,148,127,91,67,82,97,71
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333116,KELAMANGALAM,Rural,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,3,3,1,1,3,2,1,1,2,3,1,3,4,2,3,1,2,1,3,1,1,0,1,2,4,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333117,THALLY,Rural,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,6,4,9,5,16,11,20,11,15,12,12,10,13,9,8,15,12,13,12,10,8,10,9,6,11,9
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333118,MATHUR,Rural,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Urban,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,0,1,1,0,2,1,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,2,1,1,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,1,2,0,0,0,1,4,1,3,2,6,4,2,4,2,0,1,0,2,1,4,1,4,4,4,4
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333112,BARGUR,Urban,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,2,0,0,0,0,2,0,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,4,2,1,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333115,HOSUR,Urban,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,139,128,80,81,70,83,91,87,70,66,66,67,78,73,65,63,73,65,70,76,72,58,54,61,101,93
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333116,KELAMANGALAM,Urban,3,cat3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,General,4,2,4,4,3,9,7,5,4,5,15,7,9,13,2,2,2,4,5,2,6,8,7,9,15,10
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Rural,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1,3,1,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Rural,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333112,BARGUR,Rural,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333113,VEPPANAPALLI,Rural,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333114,SHOOLAGIRI,Rural,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,10,8,9,11,6,6,11,0,0,0,0,0,14,8,7,12,13,19,10
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333115,HOSUR,Rural,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,10,5,5,14,17,9,9,0,0,0,0,0,19,17,26,40,42,44,53
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333116,KELAMANGALAM,Rural,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,2,0,1,2,6,4,2,0,0,0,0,0,0,0,5,1,3,3,4
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333117,THALLY,Rural,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,14,5,6,12,13,11,14,0,0,0,0,0,4,3,4,8,6,11,15
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333118,MATHUR,Rural,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Urban,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,1,4,5,1,0,3,0,0,0,0,0,0,3,2,1,6,4,1,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,4,1,4,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Urban,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333112,BARGUR,Urban,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333115,HOSUR,Urban,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,6,3,10,16,19,19,12,0,0,0,0,0,1,2,4,6,6,5,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333116,KELAMANGALAM,Urban,5,cat5,"HSS (VI-XII)",1,"Department of Education",1,General,0,0,0,0,0,0,0,1,2,3,4,4,10,10,0,0,0,0,0,1,1,1,7,2,22,16
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,5,cat5,"HSS (VI-XII)",3,"Local body",1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333112,BARGUR,Rural,5,cat5,"HSS (VI-XII)",4,"Government Aided",1,General,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333116,KELAMANGALAM,Rural,5,cat5,"HSS (VI-XII)",4,"Government Aided",1,General,0,0,0,0,0,0,0,3,1,6,4,7,1,6,0,0,0,0,0,1,3,1,3,7,0,4
