Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Block_Name,School_Management_Id,School_Management_Name,School_Category_Id,School_Category_Name,Academic_Qualification_Id,Academic_Qualification_Name,Professional_Qualification_Id,Professional_Qualification_Name,Only_Pre_Primary_Male,Only_Pre_Primary_Female,Pre_Primary_and_Primary_Male,Pre_Primary_and_Primary_Female,Only_Primary_Male,Only_Primary_Female,Primary_and_Upperprimary_Male,Primary_and_Upperprimary_Female,Only_Upperprimary_Male,Only_Upperprimary_Female,Upperprimary_and_Secondary_Male,Upperprimary_and_Secondary_Female,Only_Secondary_Male,Only_Secondary_Female,Secondary_and_Highersecondary_Male,Secondary_and_Highersecondary_Female,Only_Highersecondary_Male,Only_Highersecondary_Female,Total_Teacher,Total_Male,Total_Female
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,1,"Department of Education",1,"PS (I-V)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,1,"Department of Education",1,"PS (I-V)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,1,"Department of Education",1,"PS (I-V)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,12,2,10
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333112,BARGUR,1,"Department of Education",1,"PS (I-V)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,11,2,9
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333114,SHOOLAGIRI,1,"Department of Education",1,"PS (I-V)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333115,HOSUR,1,"Department of Education",1,"PS (I-V)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333116,KELAMANGALAM,1,"Department of Education",1,"PS (I-V)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333117,THALLY,1,"Department of Education",1,"PS (I-V)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333118,MATHUR,1,"Department of Education",1,"PS (I-V)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333112,BARGUR,1,"Department of Education",2,"UPS (I-VIII)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333113,VEPPANAPALLI,1,"Department of Education",2,"UPS (I-VIII)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333115,HOSUR,1,"Department of Education",2,"UPS (I-VIII)",1,"Below Secondary",1,"Diploma or certificate in basic teachers training of a duration not less than two years",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
