Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330601,VEMBAKKAM,Rural,1,"PS (I-V)",1,"Department of Education",89,89,78,3,89,59,89,89,0,0,75,89,0,15,20,89,89,89,89,89,89,89,89,89,89,89,89,77,88,45,89,0,89,79,85,70,3,69
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330601,VEMBAKKAM,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",6,6,5,0,6,3,6,6,0,0,6,6,0,2,2,6,6,6,6,6,6,5,5,5,5,6,6,1,6,1,6,0,6,5,5,4,0,3
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330601,VEMBAKKAM,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",8,8,8,0,7,4,8,8,0,0,7,8,1,4,0,8,8,8,8,8,8,8,7,8,8,8,8,7,6,1,8,0,8,4,6,6,7,8
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330601,VEMBAKKAM,Rural,2,"UPS (I-VIII)",1,"Department of Education",16,16,15,0,16,10,16,16,0,0,15,16,0,7,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,16,5,16,16,16,16,2,16
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330601,VEMBAKKAM,Rural,2,"UPS (I-VIII)",2,"Tribal Welfare Department",1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330601,VEMBAKKAM,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",3,3,3,0,2,2,3,3,0,0,3,3,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,1,3,2,3,2,3,3
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330601,VEMBAKKAM,Rural,5,"HSS (VI-XII)",1,"Department of Education",12,12,11,0,12,11,12,12,0,0,11,12,0,8,5,10,9,10,10,12,12,8,10,12,12,12,12,7,12,4,12,7,12,10,12,12,11,12
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330601,VEMBAKKAM,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",3,3,3,0,3,2,3,3,0,0,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,0,3,1,2,1,2,3
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330601,VEMBAKKAM,Rural,7,"SS (VI-X)",1,"Department of Education",11,10,9,0,11,7,11,11,1,0,9,11,0,8,3,11,11,11,11,11,11,11,10,11,11,11,11,8,11,3,11,4,11,9,11,10,10,11
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330601,VEMBAKKAM,Rural,7,"SS (VI-X)",2,"Tribal Welfare Department",1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330602,CHEYYAR,Rural,1,"PS (I-V)",1,"Department of Education",71,71,53,0,71,33,71,71,0,0,66,71,0,7,7,71,71,71,71,71,71,70,71,71,71,71,71,44,71,62,71,0,71,66,66,57,0,51
2019-20,33,Tamilnadu,3306,TIRUVANNAMALAI,330602,CHEYYAR,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",5,5,3,1,5,2,5,5,0,0,4,5,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,0,5,5,5,5,0,2
