Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Rural,1,"PS (I-V)",1,"Department of Education",95,94,83,1,95,37,95,95,2,0,87,95,1,15,30,94,93,93,92,95,95,89,87,90,90,95,95,82,92,43,95,1,95,81,93,72,1,61
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",8,7,8,0,4,2,8,8,0,0,8,8,1,3,1,8,8,8,8,8,8,8,8,8,8,8,8,6,5,3,8,0,8,3,7,4,4,7
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Rural,2,"UPS (I-VIII)",1,"Department of Education",29,29,28,0,29,14,29,29,0,0,25,29,0,8,7,28,28,29,29,29,29,28,29,29,29,29,29,24,29,15,29,11,29,28,29,29,0,29
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Rural,3,"HSS (I-XII)",1,"Department of Education",1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",11,11,9,0,11,7,11,11,0,0,11,11,2,7,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,11,7,11,5,9,5,9,9
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Rural,5,"HSS (VI-XII)",1,"Department of Education",9,9,8,0,9,7,9,9,0,0,8,9,0,6,0,8,8,8,8,9,9,8,8,9,9,9,9,8,9,3,9,5,9,7,9,8,8,9
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",4,4,4,0,3,1,4,4,1,0,4,4,2,2,0,4,4,4,4,4,4,3,3,3,3,4,4,4,4,2,4,1,4,1,4,4,4,4
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Rural,7,"SS (VI-X)",1,"Department of Education",17,17,4,0,17,13,17,17,0,0,16,17,0,10,3,16,16,17,17,17,17,15,16,17,17,17,17,12,16,4,17,7,17,14,17,16,15,17
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Urban,1,"PS (I-V)",1,"Department of Education",4,4,2,0,4,2,4,4,0,0,4,4,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,0,4,4,4,4,0,3
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",2,2,1,0,1,1,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,1,1,1,1,2,2,1,2,0,2,0,2,0,2,2,1,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",2,2,2,0,2,1,2,2,0,0,2,2,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,0,2,0,2,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333109,UTHANGARAI,Urban,5,"HSS (VI-XII)",1,"Department of Education",2,2,2,0,2,2,2,2,0,0,2,2,0,0,0,1,1,1,1,2,2,1,1,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,1,"PS (I-V)",1,"Department of Education",88,88,63,1,88,26,88,88,4,0,66,88,1,50,20,82,81,86,83,87,87,79,80,84,83,88,88,76,82,41,88,2,87,77,87,86,1,63
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",13,13,12,0,5,3,13,13,0,0,10,13,0,2,0,13,13,13,13,13,13,13,13,13,13,13,13,8,11,1,13,0,13,1,11,11,6,9
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,2,"UPS (I-VIII)",1,"Department of Education",22,22,14,0,22,10,22,22,0,0,14,22,0,9,2,20,19,22,22,22,22,19,22,22,22,22,22,17,22,9,22,19,22,20,22,22,3,22
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",2,2,2,0,2,2,2,2,1,0,2,2,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,0,2,1,2,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",16,16,16,0,15,9,16,16,3,0,16,16,4,7,2,15,15,16,16,16,16,15,16,16,16,16,16,16,16,4,16,6,16,6,16,13,15,16
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,5,"HSS (VI-XII)",1,"Department of Education",5,5,4,0,5,4,5,5,0,0,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,5,4,5,5,5,5,5,5
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",5,5,5,0,5,2,5,5,0,0,5,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,0,5,2,4,3,5,5
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Rural,7,"SS (VI-X)",1,"Department of Education",22,20,11,0,22,15,22,22,0,0,19,22,1,15,1,20,19,22,21,22,21,18,18,20,19,22,22,15,20,8,22,19,21,18,22,21,20,22
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,1,"PS (I-V)",3,"Local body",4,3,2,0,4,1,4,4,0,0,1,4,0,1,1,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,0,4,3,4,4,0,3
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,1,"PS (I-V)",4,"Government Aided",2,2,2,0,1,0,2,2,1,0,2,2,0,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,0,2,1,2,1,2,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",12,12,12,0,8,4,12,12,0,0,10,12,0,6,1,12,12,12,12,12,12,11,10,11,11,12,12,10,11,5,12,0,12,1,12,7,9,11
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,2,"UPS (I-VIII)",3,"Local body",7,7,4,0,7,0,7,7,0,0,4,7,1,5,3,6,6,6,6,7,7,6,6,7,7,7,7,7,7,5,7,3,7,5,7,7,1,7
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,2,"UPS (I-VIII)",4,"Government Aided",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",2,2,2,0,2,1,2,2,1,0,2,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,1,1,2,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,5,"HSS (VI-XII)",1,"Department of Education",2,2,2,0,2,1,2,2,0,0,2,2,0,1,0,1,1,1,1,2,2,1,1,2,2,2,2,2,2,0,2,1,2,2,2,1,2,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,5,"HSS (VI-XII)",3,"Local body",1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,5,"HSS (VI-XII)",4,"Government Aided",1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,6,"SS (I-X)",5,"Private Unaided (Recognized)",2,2,2,0,1,1,2,2,0,0,2,2,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,2,1,1,1,2,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333110,KRISHNAGIRI,Urban,7,"SS (VI-X)",4,"Government Aided",1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Rural,1,"PS (I-V)",1,"Department of Education",104,104,84,1,104,23,104,104,5,0,76,104,1,34,23,103,102,103,103,104,104,89,92,95,95,104,104,90,101,50,104,3,104,90,103,88,1,78
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",16,16,14,0,7,7,16,16,0,0,15,16,1,5,2,16,16,16,16,16,16,15,15,15,15,16,16,12,15,4,16,0,16,3,12,4,11,14
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Rural,1,"PS (I-V)",8,Unrecognized,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Rural,2,"UPS (I-VIII)",1,"Department of Education",17,17,11,0,17,6,17,17,0,0,13,17,0,4,1,17,17,17,17,17,17,17,17,17,17,17,17,16,17,6,17,8,17,17,17,17,1,17
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Rural,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",2,2,2,0,1,2,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,2,2,0,2
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",8,8,8,0,7,3,8,8,2,0,8,8,1,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,7,2,8,4,8,3,7,6,8,8
2019-20,33,Tamilnadu,3331,KRISHNAGIRI,333111,KAVERIPATINAM,Rural,5,"HSS (VI-XII)",1,"Department of Education",9,9,9,0,9,6,9,9,0,0,9,9,0,5,2,8,8,9,9,9,9,7,8,8,8,9,9,5,9,3,9,5,9,7,9,9,8,9
