ac_year,st_code,state_name,dt_code,district_name,block_cd,udise_block_name,loc_name,sch_category_id,tr_cat_name,school_category,sch_mgmt_id,sch_mgmt_name,caste_id,caste_name,pre_primary_boy,pre_primary_girl,class1_boy,class2_boy,class3_boy,class4_boy,class5_boy,class6_boy,class7_boy,class8_boy,class9_boy,class10_boy,class11_boy,class12_boy,class1_girl,class2_girl,class3_girl,class4_girl,class5_girl,class6_girl,class7_girl,class8_girl,class9_girl,class10_girl,class11_girl,class12_girl
2019-20,33,Tamilnadu,3321,THANJAVUR,332101,THANJAVUR(URBAN),Urban,2,cat2,"UPS (I-VIII)",3,"Local body",4,OBC,29,32,21,29,32,23,26,32,33,26,0,0,0,0,14,11,26,11,24,21,21,17,0,0,0,0
2019-20,33,Tamilnadu,3321,THANJAVUR,332107,KUMBAKONAM,Urban,2,cat2,"UPS (I-VIII)",3,"Local body",4,OBC,5,7,3,4,1,9,5,10,14,8,0,0,0,0,2,1,1,7,5,13,8,0,0,0,0,0
2019-20,33,Tamilnadu,3321,THANJAVUR,332112,PATTUKKOTTAI,Urban,2,cat2,"UPS (I-VIII)",3,"Local body",4,OBC,18,28,53,47,48,56,62,66,50,45,0,0,0,0,35,58,61,73,70,46,48,49,0,0,0,0
2019-20,33,Tamilnadu,3321,THANJAVUR,332102,THANJAVUR(RURAL),Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,18,20,31,37,35,64,54,69,0,0,0,0,23,21,28,33,39,41,55,70,0,0,0,0
2019-20,33,Tamilnadu,3321,THANJAVUR,332103,THIRUVAIYAR,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,10,14,19,26,22,33,56,53,0,0,0,0,11,9,18,16,20,51,36,41,0,0,0,0
2019-20,33,Tamilnadu,3321,THANJAVUR,332104,BUDALUR,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,5,8,6,11,3,16,17,17,0,0,0,0,2,15,7,10,10,13,8,14,0,0,0,0
2019-20,33,Tamilnadu,3321,THANJAVUR,332106,THIRUVONAM,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,14,7,8,6,8,23,24,19,0,0,0,0,8,3,11,10,8,24,23,22,0,0,0,0
2019-20,33,Tamilnadu,3321,THANJAVUR,332107,KUMBAKONAM,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,4,3,4,3,6,4,7,12,0,0,0,0,3,4,5,3,5,8,4,10,0,0,0,0
2019-20,33,Tamilnadu,3321,THANJAVUR,332108,PAPANASAM,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,5,6,6,6,15,19,16,11,0,0,0,0,3,5,6,6,6,13,14,16,0,0,0,0
2019-20,33,Tamilnadu,3321,THANJAVUR,332109,AMMAPETTAI-TNJ,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,2,1,0,2,1,0,3,3,0,0,0,0,1,1,1,0,0,3,1,1,0,0,0,0
