ac_year,st_code,state_name,dt_code,district_name,block_cd,udise_block_name,loc_name,sch_category_id,tr_cat_name,school_category,sch_mgmt_id,sch_mgmt_name,caste_id,caste_name,pre_primary_boy,pre_primary_girl,class1_boy,class2_boy,class3_boy,class4_boy,class5_boy,class6_boy,class7_boy,class8_boy,class9_boy,class10_boy,class11_boy,class12_boy,class1_girl,class2_girl,class3_girl,class4_girl,class5_girl,class6_girl,class7_girl,class8_girl,class9_girl,class10_girl,class11_girl,class12_girl
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332912,PALAY-RURAL,Urban,2,cat2,"UPS (I-VIII)",2,"Tribal Welfare Department",4,OBC,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332920,PALAY-URBAN,Urban,2,cat2,"UPS (I-VIII)",2,"Tribal Welfare Department",4,OBC,0,0,0,0,0,0,0,7,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332901,ALANGULAM,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,87,108,120,132,125,179,188,146,0,0,0,0,111,107,122,111,110,153,181,157,0,0,0,0
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332902,AMBASAMUDRAM,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,60,41,46,58,58,54,54,69,0,0,0,0,31,63,66,62,52,64,63,45,0,0,0,0
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332903,CHERANMAHADEVI,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,7,10,17,17,19,28,27,30,0,0,0,0,12,9,27,18,27,19,28,34,0,0,0,0
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332904,KADAYAM,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,66,74,76,71,79,84,119,87,0,0,0,0,64,71,65,81,79,99,97,117,0,0,0,0
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332905,KADAYANALLUR,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,43,67,58,75,73,119,110,119,0,0,0,0,61,49,79,75,83,113,115,120,0,0,0,0
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332906,KALAKAD,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,48,46,75,76,92,83,90,85,0,0,0,0,66,69,78,70,86,113,102,113,0,0,0,0
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332907,KEELAPAVOOR,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,110,128,128,150,118,185,194,227,0,0,0,0,127,122,147,153,147,159,189,203,0,0,0,0
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332908,KURUVIKULAM,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,25,30,35,28,26,55,41,47,0,0,0,0,22,34,28,28,29,37,49,44,0,0,0,0
2019-20,33,Tamilnadu,3329,TIRUNELVELI,332909,MANUR,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,25,19,25,38,49,54,54,50,0,0,0,0,32,32,34,32,30,44,43,43,0,0,0,0
