ac_year,st_code,state_name,dt_code,district_name,block_cd,udise_block_name,loc_name,sch_category_id,tr_cat_name,school_category,sch_mgmt_id,sch_mgmt_name,caste_id,caste_name,pre_primary_boy,pre_primary_girl,class1_boy,class2_boy,class3_boy,class4_boy,class5_boy,class6_boy,class7_boy,class8_boy,class9_boy,class10_boy,class11_boy,class12_boy,class1_girl,class2_girl,class3_girl,class4_girl,class5_girl,class6_girl,class7_girl,class8_girl,class9_girl,class10_girl,class11_girl,class12_girl
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,2,cat2,"UPS (I-VIII)",3,"Local body",4,OBC,8,17,6,12,12,3,12,15,15,7,0,0,0,0,10,6,4,6,5,10,4,10,0,0,0,0
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,0,1,2,4,2,5,1,2,0,0,0,0,3,2,4,2,4,4,10,7,0,0,0,0
2019-20,33,Tamilnadu,3314,KARUR,331406,KADAVOOR,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,7,8,12,12,14,7,19,12,0,0,0,0,7,11,12,15,10,14,12,8,0,0,0,0
2019-20,33,Tamilnadu,3314,KARUR,331407,KULITHALAI,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,11,2,9,9,7,13,18,12,0,0,0,0,12,10,6,5,9,14,7,10,0,0,0,0
2019-20,33,Tamilnadu,3314,KARUR,331408,THOGAIMALAI,Rural,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,5,10,11,12,7,9,19,22,0,0,0,0,8,7,12,8,13,27,16,14,0,0,0,0
2019-20,33,Tamilnadu,3314,KARUR,331401,KARUR,Urban,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,33,Tamilnadu,3314,KARUR,331407,KULITHALAI,Urban,2,cat2,"UPS (I-VIII)",4,"Government Aided",4,OBC,0,0,4,8,8,19,17,22,19,18,0,0,0,0,11,5,14,8,15,24,17,18,0,0,0,0
2019-20,33,Tamilnadu,3314,KARUR,331402,THANTHONI,Rural,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,52,38,27,26,25,30,15,25,15,9,0,0,0,0,18,21,16,17,16,23,10,8,0,0,0,0
2019-20,33,Tamilnadu,3314,KARUR,331403,ARAVAKURICHI,Rural,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,0,0,15,17,15,19,29,10,13,7,0,0,0,0,15,14,12,9,6,5,2,7,0,0,0,0
2019-20,33,Tamilnadu,3314,KARUR,331404,K.PARAMATHI,Rural,2,cat2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",4,OBC,61,39,25,29,37,15,14,16,11,0,0,0,0,0,16,21,14,24,11,12,5,0,0,0,0,0
